Maligno,Dispositivo,TipologiaAttacco,RMSE:
0,1,0,0.25289547946467095
0,1,0,0.34826427020168754
0,1,0,0.3323249257075435
0,1,0,0.19890518144560324
0,1,0,0.25381949335436726
0,1,0,0.25087727966993106
0,1,0,0.24717726544492966
0,1,0,0.3390745751155066
0,1,0,0.3242214249696195
0,1,0,0.2777724482696809
0,1,0,0.22482971342882446
0,1,0,0.3444658835883651
0,1,0,0.32266460915401673
0,1,0,0.215492109397515
0,1,0,0.3525239132631337
0,1,0,0.3486950477400667
0,1,0,0.24339985669049838
0,1,0,0.35180940353671913
0,1,0,0.34373316147491323
0,1,0,0.34806360272788395
0,1,0,0.22849689939164922
0,1,0,0.35081639504056855
0,1,0,0.34481345354705967
0,1,0,0.22684778535957012
0,1,0,0.34981171585479776
0,1,0,0.34196173296893767
0,1,0,0.24234235707917584
0,1,0,0.3066156999704241
0,1,0,0.24967292818225373
0,1,0,0.27374446577592365
0,1,0,0.3346899372299433
0,1,0,0.23306956396557926
0,1,0,0.3514357622787919
0,1,0,0.34928345960943546
0,1,0,0.2585676551530224
0,1,0,0.3505050335686791
0,1,0,0.34545373562428416
0,1,0,0.22451214669375316
0,1,0,0.349451021304818
0,1,0,0.3454301886228118
0,1,0,0.3070027596755546
0,1,0,0.22306825987494347
0,1,0,0.33139963362367764
0,1,0,0.28692984192903803
0,1,0,0.2553874513914129
0,1,0,0.34906584732612095
0,1,0,0.3459249347382083
0,1,0,0.35446137527368654
0,1,0,0.2502208467568306
0,1,0,0.3488777100612713
0,1,0,0.34869838799977787
0,1,0,0.26705947002227093
0,1,0,0.3443858656721524
0,1,0,0.24209423296098273
0,1,0,0.2910911090291781
0,1,0,0.24067485859402732
0,1,0,0.2414403485881599
0,1,0,0.3479679360441139
0,1,0,0.362292216977252
0,1,0,0.34433711913963144
0,1,0,0.33595400574753315
0,1,0,0.2817148800621885
0,1,0,0.35037459394320425
0,1,0,0.34982739654602035
0,1,0,0.24628988217422262
0,1,0,0.3496818836132921
0,1,0,0.343683963014644
0,1,0,0.3458682412414047
0,1,0,0.22496881471086153
0,1,0,0.263988300433826
0,1,0,0.2739105549712496
0,1,0,0.2353497857778687
0,1,0,0.34655689872113604
0,1,0,0.33919605159039534
0,1,0,0.2951034244912643
0,1,0,0.3523486292330375
0,1,0,0.27845247371488624
0,1,0,0.350645350334095
0,1,0,0.29913494201880686
0,1,0,0.23718530421756626
0,1,0,0.3434004901720258
0,1,0,0.32317222602215495
0,1,0,0.2851075811499674
0,1,0,0.23286992231417716
0,1,0,0.3410514209585537
0,1,0,0.3152359666645474
0,1,0,0.20782417988340424
0,1,0,0.3510234491903388
0,1,0,0.34162723104446574
0,1,0,0.2573153120921516
0,1,0,0.24882858516215617
0,1,0,0.36426447789313576
0,1,0,0.3433006794801993
0,1,0,0.33029968271979704
0,1,0,0.2270213183557449
0,1,0,0.3525624340378433
0,1,0,0.347971795640876
0,1,0,0.2272380478225217
0,1,0,0.35127954644784226
0,1,0,0.3498098987885214
0,1,0,0.22834620774706293
0,1,0,0.35911461747108037
0,1,0,0.34071019413050657
0,1,0,0.21689431374669238
0,1,0,0.257748737841105
0,1,0,0.2498968747201864
0,1,0,0.2672225307582088
0,1,0,0.34894455506721983
0,1,0,0.334220029684497
0,1,0,0.23264943266254132
0,1,0,0.3513712204211331
0,1,0,0.36143980710369955
0,1,0,0.3450973277579687
0,1,0,0.3506424485421612
0,1,0,0.2380040926413631
0,1,0,0.35026347082616366
0,1,0,0.3452058557703424
0,1,0,0.21604245251425894
0,1,0,0.25647161408997105
0,1,0,0.24861463062801922
0,1,0,0.24022972479220694
0,1,0,0.34732098040650716
0,1,0,0.3611520877395538
0,1,0,0.34399806016945206
0,1,0,0.336974589616145
0,1,0,0.2274395788863007
0,1,0,0.34995646542507813
0,1,0,0.3557717912862973
0,1,0,0.25914190997340353
0,1,0,0.3431012521971063
0,1,0,0.23527761783043136
0,1,0,0.3502975257505545
0,1,0,0.34353313084945364
0,1,0,0.3448023941138452
0,1,0,0.218081615562801
0,1,0,0.25648089605567087
0,1,0,0.24866383593364869
0,1,0,0.2415356488512454
0,1,0,0.3472873713837561
0,1,0,0.334241325094827
0,1,0,0.2339612458826854
0,1,0,0.35018488331907904
0,1,0,0.3433445753621767
0,1,0,0.3496263595816404
0,1,0,0.22225117273131706
0,1,0,0.3493349659632978
0,1,0,0.34580179516686893
0,1,0,0.2155242942747128
0,1,0,0.25598406891289904
0,1,0,0.248010138555883
0,1,0,0.25304384817585246
0,1,0,0.3467188421767507
0,1,0,0.3392598034774654
0,1,0,0.2493598557291603
0,1,0,0.36331571036388416
0,1,0,0.3557096730426953
0,1,0,0.23134168512272188
0,1,0,0.3499479611099588
0,1,0,0.3542591612225518
0,1,0,0.28963726413348845
0,1,0,0.22854488033237713
0,1,0,0.3225626991108468
0,1,0,0.217661355284674
0,1,0,0.35231600387597256
0,1,0,0.34861689032362553
0,1,0,0.3239663221659375
0,1,0,0.21715786624330027
0,1,0,0.3270753989265771
0,1,0,0.26252382760117265
0,1,0,0.20726260449832853
0,1,0,0.3502089452632852
0,1,0,0.3263315960057934
0,1,0,0.2185016615049477
0,1,0,0.3479957865632142
0,1,0,0.23247068851719915
0,1,0,0.35289425417943643
0,1,0,0.35123114547935774
0,1,0,0.23300540586655663
0,1,0,0.35154393637781395
0,1,0,0.3473475519994986
0,1,0,0.2460854477228498
0,1,0,0.345577624762494
0,1,0,0.2746023285546008
0,1,0,0.2407565473931967
0,1,0,0.3495123599462877
0,1,0,0.33406916012354704
0,1,0,0.22260682832857964
0,1,0,0.36483687621937866
0,1,0,0.3565658121237172
0,1,0,0.23343769404340875
0,1,0,0.34622969534325415
0,1,0,0.35105746602163496
0,1,0,0.3497247880992052
0,1,0,0.23697647172967565
0,1,0,0.35037198070833375
0,1,0,0.34495981770944395
0,1,0,0.2794544557928507
0,1,0,0.21047238787022898
0,1,0,0.34790077521742435
0,1,0,0.3444672610184217
0,1,0,0.33133092469205855
0,1,0,0.22486472730451718
0,1,0,0.3492317939717249
0,1,0,0.35326220991037127
0,1,0,0.28528055449760387
0,1,0,0.3194004357219616
0,1,0,0.34654314948898945
0,1,0,0.3464905942228861
0,1,0,0.22020911145953687
0,1,0,0.34706243808309056
0,1,0,0.3437316832143598
0,1,0,0.3434254153763292
0,1,0,0.21618156778482597
0,1,0,0.25550349431741315
0,1,0,0.252287364536838
0,1,0,0.26735891762508535
0,1,0,0.3452761306892047
0,1,0,0.33757592950898885
0,1,0,0.22059199574682942
0,1,0,0.3653393617768229
0,1,0,0.29753871607480076
0,1,0,0.23729314905821916
0,1,0,0.34923279741867425
0,1,0,0.34341770905960173
0,1,0,0.3423888846962561
0,1,0,0.23194511052925118
0,1,0,0.34936964379321306
0,1,0,0.34035489878997066
0,1,0,0.27570062195422007
0,1,0,0.21583270189727297
0,1,0,0.3471089650035467
0,1,0,0.3328556428410924
0,1,0,0.23081248362950949
0,1,0,0.3500333382877885
0,1,0,0.2424337874145302
0,1,0,0.3475386284919851
0,1,0,0.5610612103286272
0,1,0,0.7569130479993518
0,1,0,0.47266519507987087
0,1,0,0.342449950910514
0,1,0,0.22934569255583429
0,1,0,0.34830750672010213
0,1,0,0.3603184937981095
0,1,0,0.3451240340110797
0,1,0,0.3405712575119081
0,1,0,0.2603328281553313
0,1,0,0.19338223361670634
0,1,0,0.3445988603232798
0,1,0,0.3180968872019802
0,1,0,0.20141439662292532
0,1,0,0.3402905325805338
0,1,0,0.213399636254496
0,1,0,0.35043510676558626
0,1,0,0.36112516183909266
0,1,0,0.3440023869967701
0,1,0,0.34411709585334554
0,1,0,0.21575989989363362
0,1,0,0.3511723512318855
0,1,0,0.3430658094340841
0,1,0,0.23471349866819846
0,1,0,0.33812087813675284
0,1,0,0.2675952694500496
0,1,0,0.20927228819024007
0,1,0,0.35021046512385634
0,1,0,0.3310551312483177
0,1,0,0.22771250745710128
0,1,0,0.3626776232242062
0,1,0,0.3435463481358912
0,1,0,0.34646411103394104
0,1,0,0.23009905443320056
0,1,0,0.35193807716247516
0,1,0,0.35303072750223885
0,1,0,0.2825900501727266
0,1,0,0.2519266990578333
0,1,0,0.3317806019650202
0,1,0,0.24404373961994746
0,1,0,0.35192893209841064
0,1,0,0.3433515623266086
0,1,0,0.35127690851658505
0,1,0,0.2844607644737641
0,1,0,0.21564214539967155
0,1,0,0.3490606454187932
0,1,0,0.33734616605235407
0,1,0,0.2278660465371126
0,1,0,0.3505033747999203
0,1,0,0.24919965431287344
0,1,0,0.3510857543762919
0,1,0,0.3561193310423458
0,1,0,0.2416711873780175
0,1,0,0.3627165317546708
0,1,0,0.343261175776401
0,1,0,0.34864599825927534
0,1,0,0.23300417295863418
0,1,0,0.35076901230621804
0,1,0,0.34637397974669554
0,1,0,0.27253013840300727
0,1,0,0.21765663019032197
0,1,0,0.3481517506429692
0,1,0,0.33762206947527523
0,1,0,0.22808077205174887
0,1,0,0.35320968076261244
0,1,0,0.30832889256002943
0,1,0,0.2287666450876845
0,1,0,0.3489767955096089
0,1,0,0.36210661918319903
0,1,0,0.3410929527527019
0,1,0,0.23193308568107032
0,1,0,0.34909933266299636
0,1,0,0.3545714282516737
0,1,0,0.2550668133875254
0,1,0,0.34953981611410534
0,1,0,0.3628057345114894
0,1,0,0.35239272358610146
0,1,0,0.28401191886867766
0,1,0,0.21742384691640326
0,1,0,0.34669255335024685
0,1,0,0.34509583665594706
0,1,0,0.33344690412162514
0,1,0,0.22906265871372844
0,1,0,0.3526996566002229
0,1,0,0.24706762571234003
0,1,0,0.35086844839184433
0,1,0,0.23328303345871115
0,1,0,0.26854996665135256
0,1,0,0.22004514564012626
0,1,0,0.27901005499206855
0,1,0,0.3395022895346121
0,1,0,0.3256300317569354
0,1,0,0.22733733787353635
0,1,0,0.34398836974347297
0,1,0,0.35245525473642636
0,1,0,0.345922162621282
0,1,0,0.26412143213067346
0,1,0,0.2438598178488304
0,1,0,0.3499487514821055
0,1,0,0.3278250499798733
0,1,0,0.23861755894400277
0,1,0,0.3642405753659482
0,1,0,0.35450765114376764
0,1,0,0.23812640292145346
0,1,0,0.3518924580406145
0,1,0,0.3435355549621472
0,1,0,0.34884189112163116
0,1,0,0.22504194937696867
0,1,0,0.3511741829070671
0,1,0,0.3509261963407351
0,1,0,0.2839029228885046
0,1,0,0.31977859205003756
0,1,0,0.34584002486658044
0,1,0,0.26892804304603457
0,1,0,0.21604861376292334
0,1,0,0.3489990626028276
0,1,0,0.3362210834123478
0,1,0,0.23188312995858928
0,1,0,0.343343938519174
0,1,0,0.34925201769433317
0,1,0,0.23285937634513018
0,1,0,0.35139292057139454
0,1,0,0.349024376574389
0,1,0,0.23671996514828383
0,1,0,0.34496517152657297
0,1,0,0.3491848485520453
0,1,0,0.34326905686701586
0,1,0,0.34542467799509374
0,1,0,0.2688246532745109
0,1,0,0.21882431956986145
0,1,0,0.3476677441419122
0,1,0,0.33228949205177233
0,1,0,0.2075653327165931
0,1,0,0.33372451978232204
0,1,0,0.26629613663895707
0,1,0,0.35038383004900403
0,1,0,0.35851000068273886
0,1,0,0.3539764174155691
0,1,0,0.2388378924233562
0,1,0,0.3451124445289428
0,1,0,0.24834479695397157
0,1,0,0.35023790403893096
0,1,0,0.3460834898078786
0,1,0,0.27664707916769143
0,1,0,0.21825524568531673
0,1,0,0.34770122016717747
0,1,0,0.33724922166456994
0,1,0,0.22811656026541471
0,1,0,0.36087631922898233
0,1,0,0.34509637799246856
0,1,0,0.3499932416272142
0,1,0,0.231875386393849
0,1,0,0.3502725817236602
0,1,0,0.3489791319844974
0,1,0,0.24205953178383224
0,1,0,0.34955816683598
0,1,0,0.3595149748720078
0,1,0,0.34399137308171973
0,1,0,0.3466142430460055
0,1,0,0.27878309606678486
0,1,0,0.212922545136469
0,1,0,0.3471961635421165
0,1,0,0.33149367211016756
0,1,0,0.23063841450433287
0,1,0,0.35195232540932697
0,1,0,0.2413679189038851
0,1,0,0.34801615997937346
0,1,0,0.24707824697185882
0,1,0,0.2868307096861912
0,1,0,0.20824701824447142
0,1,0,0.24105273160881402
0,1,0,0.339972633860468
0,1,0,0.3435379822688988
0,1,0,0.32440542764357866
0,1,0,0.22181360769743524
0,1,0,0.3523415434688428
0,1,0,0.3459766649299221
0,1,0,0.2184533252320383
0,1,0,0.351445319509427
0,1,0,0.3467539395058786
0,1,0,0.2761249403498584
0,1,0,0.21035526022315315
0,1,0,0.3433472061166047
0,1,0,0.3298592205057348
0,1,0,0.22616703523521883
0,1,0,0.3520092982719127
0,1,0,0.3485934257205481
0,1,0,0.24765203208126343
0,1,0,0.351097044565179
0,1,0,0.3526198588365477
0,1,0,0.24344171270763473
0,1,0,0.3432649123177359
0,1,0,0.34035819787391747
0,1,0,0.2241473735276835
0,1,0,0.3510855021208769
0,1,0,0.34652757794381983
0,1,0,0.3185587100027912
0,1,0,0.270202139726925
0,1,0,0.2389011453358546
0,1,0,0.33272681487119693
0,1,0,0.24198118262917456
0,1,0,0.351596274260851
0,1,0,0.3557246400839517
0,1,0,0.29877980267756604
0,1,0,0.2565117961476797
0,1,0,0.3649870745690827
0,1,0,0.3374701636772155
0,1,0,0.23462580600961855
0,1,0,0.3516088058250232
0,1,0,0.3540494301591119
0,1,0,0.2530895910213916
0,1,0,0.3511092701004759
0,1,0,0.3549914477673069
0,1,0,0.3031594079330085
0,1,0,0.26757544802063044
0,1,0,0.29399545205026606
0,1,0,0.36008671303403056
0,1,0,0.3450912720863848
0,1,0,0.34487578048014506
0,1,0,0.23936637297005103
0,1,0,0.3504229475760441
0,1,0,0.35887935490327894
0,1,0,0.24174723192267128
0,1,0,0.3554584662533913
0,1,0,0.21840043195939082
0,1,0,0.3500381625999604
0,1,0,0.3356257735997808
0,1,0,0.21192328187155846
0,1,0,0.3634621422961303
0,1,0,0.3354090245486515
0,1,0,0.22293360135306522
0,1,0,0.3439983699374697
0,1,0,0.3502438507805569
0,1,0,0.34565265620326674
0,1,0,0.3131974852984047
0,1,0,0.2124141897374911
0,1,0,0.33673828751091944
0,1,0,0.23039112705411288
0,1,0,0.35095900849980965
0,1,0,0.363586814769896
0,1,0,0.3524152232098479
0,1,0,0.23668418818695355
0,1,0,0.34949243630600896
0,1,0,0.3435321112546847
0,1,0,0.34780865404700806
0,1,0,0.22561655608674755
0,1,0,0.3495817442218345
0,1,0,0.3484652765779961
0,1,0,0.280261733889712
0,1,0,0.31254436979105016
0,1,0,0.33138648858888126
0,1,0,0.2870024974136
0,1,0,0.2460539839609134
0,1,0,0.3409755672943047
0,1,0,0.2514663828706283
0,1,0,0.3504013372664384
0,1,0,0.3341480350689126
0,1,0,0.25150166761786447
0,1,0,0.253072150772672
0,1,0,0.3433549319320465
0,1,0,0.3198953701456277
0,1,0,0.21676182161090002
0,1,0,0.3532034936671408
0,1,0,0.3481520393824518
0,1,0,0.32258772931861757
0,1,0,0.2628851500642322
0,1,0,0.24688338037595536
0,1,0,0.36386493626682204
0,1,0,0.34325999880670954
0,1,0,0.34367072882548655
0,1,0,0.28789531950528613
0,1,0,0.28055314265341214
0,1,0,0.29364625251404936
0,1,0,0.3364975908134583
0,1,0,0.2537331467124199
0,1,0,0.33421646912444497
0,1,0,0.24749192780912668
0,1,0,0.3532883445788728
0,1,0,0.3631123993858884
0,1,0,0.3589067723501323
0,1,0,0.24258149481110813
0,1,0,0.35147888565010404
0,1,0,0.2707084314341181
0,1,0,0.2919607254234986
0,1,0,0.3454191199924595
0,1,0,0.22156537770607615
0,1,0,0.2375591545219751
0,1,0,0.34793283627097066
0,1,0,0.3337656583469901
0,1,0,0.22484365659656877
0,1,0,0.3520740089499537
0,1,0,0.33776119496721396
0,1,0,0.2184615930871326
0,1,0,0.3508633202740936
0,1,0,0.3647947606806863
0,1,0,0.34389085633079325
0,1,0,0.24889411414831517
0,1,0,0.22010067740864964
0,1,0,0.259714973832292
0,1,0,0.3458894105102892
0,1,0,0.3467654989574218
0,1,0,0.33039072479421877
0,1,0,0.2178701190220131
0,1,0,0.3239198029161452
0,1,0,0.2643529617669433
0,1,0,0.33310063545156043
0,1,0,0.3597315878424303
0,1,0,0.36374927293094794
0,1,0,0.3352784407357856
0,1,0,0.2824701707980256
0,1,0,0.3487217573827283
0,1,0,0.3443193064148509
0,1,0,0.33547879966596533
0,1,0,0.25418868752623724
0,1,0,0.25118871254110253
0,1,0,0.34133367385422037
0,1,0,0.3300503556165242
0,1,0,0.3503609331432567
0,1,0,0.2609259263595089
0,1,0,0.34368118635320527
0,1,0,0.33316202460270294
0,1,0,0.27581023874538896
0,1,0,0.3495137128660546
0,1,0,0.33369862919806165
0,1,0,0.21386477225365608
0,1,0,0.3176553267949964
0,1,0,0.23419087956067497
0,1,0,0.29387767017186617
0,1,0,0.26636730628596583
0,1,0,0.28457371893064065
0,1,0,0.28154836646406967
0,1,0,0.3434049668667779
0,1,0,0.3334761832424553
0,1,0,0.26519441740988464
0,1,0,0.23865813136924555
0,1,0,0.3147781405706829
0,1,0,0.18976144633786676
0,1,0,0.3505903861848575
0,1,0,0.36374180226103
0,1,0,0.32420795363888716
0,1,0,0.237763121265467
0,1,0,0.3516765887618941
0,1,0,0.34548550959953106
0,1,0,0.2811623525101344
0,1,0,0.2456433608393426
0,1,0,0.32818278862282163
0,1,0,0.2497679752604179
0,1,0,0.3523116253045252
0,1,0,0.3614205599522124
0,1,0,0.3489542545591911
0,1,0,0.23047258213734806
0,1,0,0.32871282950545744
0,1,0,0.25019115879106485
0,1,0,0.34973574402909796
0,1,0,0.3523184610310687
0,1,0,0.34246321368713656
0,1,0,0.23909043754215403
0,1,0,0.29347405393497134
0,1,0,0.2692023793492753
0,1,0,0.25092278699229487
0,1,0,0.34690846256886576
0,1,0,0.36119366200729935
0,1,0,0.34589826727217593
0,1,0,0.3357941953721812
0,1,0,0.2803751950594299
0,1,0,0.34998405901561935
0,1,0,0.3491372670996842
0,1,0,0.25274568843185224
0,1,0,0.3494263379742057
0,1,0,0.3443262708198475
0,1,0,0.3454393890102177
0,1,0,0.2055173766713171
0,1,0,0.24656210255438665
0,1,0,0.3465322405791304
0,1,0,0.3305705082324136
0,1,0,0.2694339987890394
0,1,0,0.25235645569809984
0,1,0,0.24392099728477312
0,1,0,0.34864374938610543
0,1,0,0.34367839882797036
0,1,0,0.3317176535385758
0,1,0,0.2510957292194586
0,1,0,0.35072445189600354
0,1,0,0.3357520193975394
0,1,0,0.25747756414439255
0,1,0,0.3498872468563755
0,1,0,0.34339704009886507
0,1,0,0.3360549865232374
0,1,0,0.20955671048618799
0,1,0,0.244274103701803
0,1,0,0.2626194649569419
0,1,0,0.25953137051284814
0,1,0,0.3470963479047996
0,1,0,0.3306355737884693
0,1,0,0.2580591854421255
0,1,0,0.3500806654600309
0,1,0,0.34978988735331645
0,1,0,0.23456389254603027
0,1,0,0.3369926171317132
0,1,0,0.31545035857678866
0,1,0,0.2333496109759355
0,1,0,0.2574565385786314
0,1,0,0.34816405213738005
0,1,0,0.3272327766577418
0,1,0,0.2082084554485261
0,1,0,0.33266575952676475
0,1,0,0.28269241141025875
0,1,0,0.24202399115215958
0,1,0,0.31908152505617754
0,1,0,0.2783641887831277
0,1,0,0.2203102942256295
0,1,0,0.3527368836974413
0,1,0,0.365221575222728
0,1,0,0.32984720271142365
0,1,0,0.23794269850528557
0,1,0,0.3524525414001699
0,1,0,0.3482445021705572
0,1,0,0.23669075657661365
0,1,0,0.3521696964143499
0,1,0,0.36384088157700545
0,1,0,0.3541900973730097
0,1,0,0.23270649314461603
0,1,0,0.26684937495873334
0,1,0,0.31481839455480126
0,1,0,0.27217288174131526
0,1,0,0.3459006042761785
0,1,0,0.24063602643907236
0,1,0,0.34363502927305206
0,1,0,0.3332838920058832
0,1,0,0.23080772417595483
0,1,0,0.3380629336184935
0,1,0,0.24880019865546268
0,1,0,0.3473986347546957
0,1,0,0.36337626930504163
0,1,0,0.35391099537465337
0,1,0,0.22715117245689917
0,1,0,0.3507698771970435
0,1,0,0.34432775702912394
0,1,0,0.34745569079548816
0,1,0,0.29089162863486373
0,1,0,0.2302551603876356
0,1,0,0.2988000124274074
0,1,0,0.24227039029350023
0,1,0,0.34649805162573
0,1,0,0.34344789601468356
0,1,0,0.23233948114139388
0,1,0,0.35071934857185993
0,1,0,0.3436774400603843
0,1,0,0.3496695020781973
0,1,0,0.22619185803085326
0,1,0,0.3497934080154219
0,1,0,0.345411019544259
0,1,0,0.2872370949235994
0,1,0,0.22921102227572845
0,1,0,0.29598230304520373
0,1,0,0.24072216818025136
0,1,0,0.34489589793988135
0,1,0,0.27708730624312455
0,1,0,0.2758816198321718
0,1,0,0.3433987705316285
0,1,0,0.3469744121977903
0,1,0,0.2558968568763805
0,1,0,0.35078370436938955
0,1,0,0.3487406602497354
0,1,0,0.22842564105394592
0,1,0,0.34981008363750477
0,1,0,0.35764413716919147
0,1,0,0.3449553800871115
0,1,0,0.32749111578365486
0,1,0,0.3351989380265849
0,1,0,0.3173076218816805
0,1,0,0.320173894763374
0,1,0,0.338293322743584
0,1,0,0.2754977585224421
0,1,0,0.26204767203589374
0,1,0,0.34170233575207976
0,1,0,0.24553761815046676
0,1,0,0.3511308596235914
0,1,0,0.3578800361220477
0,1,0,0.3529316677328625
0,1,0,0.23333343601453121
0,1,0,0.2844636047650703
0,1,0,0.26280477449131895
0,1,0,0.34925918093329883
0,1,0,0.35288316900601757
0,1,0,0.2522720043464655
0,1,0,0.2394585203360294
